InventoryId,Store,City,Brand,Description,Size,onHand,Price,endDate
1_HARDERSFIELD_25125,1,HARDERSFIELD,25125,Zorvino Vyds Mango Magnifico,750mL,9,12.49,31-12-2024
1_HARDERSFIELD_25126,1,HARDERSFIELD,25126,Zorvino Vyds Peachez,750mL,5,9.99,31-12-2024
1_HARDERSFIELD_25138,1,HARDERSFIELD,25138,Terlatto & Chapoutier Shiraz,750mL,53,19.99,31-12-2024
1_HARDERSFIELD_25141,1,HARDERSFIELD,25141,The Federalist 1776 Zinfande,750mL,12,15.99,31-12-2024
1_HARDERSFIELD_25200,1,HARDERSFIELD,25200,Le Prelat CdR Rouge,750mL,2,14.99,31-12-2024
1_HARDERSFIELD_25210,1,HARDERSFIELD,25210,Siduri Pnt Nr Willamette Vy,750mL,5,19.99,31-12-2024
1_HARDERSFIELD_25212,1,HARDERSFIELD,25212,Mionetto Prosecco Extra Dry,750mL,55,10.99,31-12-2024
1_HARDERSFIELD_25236,1,HARDERSFIELD,25236,Horseshoes & Handgrenades Re,750mL,10,17.99,31-12-2024
1_HARDERSFIELD_25269,1,HARDERSFIELD,25269,R Mondavi Cab Svgn Pvt Sel,750mL,52,8.99,31-12-2024
1_HARDERSFIELD_25284,1,HARDERSFIELD,25284,Merryvale Cab Svgn,750mL,3,34.99,31-12-2024
1_HARDERSFIELD_25373,1,HARDERSFIELD,25373,Sella & Mosca RSV Cannonau,750mL,12,12.99,31-12-2024
1_HARDERSFIELD_25419,1,HARDERSFIELD,25419,Kunde Chard Sonoma Valley,750mL,16,15.99,31-12-2024
1_HARDERSFIELD_25466,1,HARDERSFIELD,25466,Zonin Prosecco,750mL,11,11.99,31-12-2024
1_HARDERSFIELD_25520,1,HARDERSFIELD,25520,Nobilo Chard,750mL,7,11.99,31-12-2024
1_HARDERSFIELD_25521,1,HARDERSFIELD,25521,Z Alexander Brown Uncaged Pn,750mL,12,14.99,31-12-2024
1_HARDERSFIELD_25524,1,HARDERSFIELD,25524,Z Alexander Brown Uncaged CS,750mL,11,14.99,31-12-2024
1_HARDERSFIELD_25544,1,HARDERSFIELD,25544,Tilia Bonarda Mendoza,750mL,12,11.99,31-12-2024
1_HARDERSFIELD_25550,1,HARDERSFIELD,25550,Alisios Tempranillo Touriga,750mL,10,9.99,31-12-2024
1_HARDERSFIELD_25554,1,HARDERSFIELD,25554,Brotte Espirit CdR,750mL,0,7.99,31-12-2024
1_HARDERSFIELD_25565,1,HARDERSFIELD,25565,Black Box Pnt Nr,500mL,10,3.99,31-12-2024
1_HARDERSFIELD_25566,1,HARDERSFIELD,25566,Quivira 12 Znfdl Dry Creek V,750mL,35,12.99,31-12-2024
1_HARDERSFIELD_25567,1,HARDERSFIELD,25567,Saddleback Clrs 11 Cab Svgn,750mL,36,37.99,31-12-2024
1_HARDERSFIELD_25573,1,HARDERSFIELD,25573,Louis Latour 12 Bourgogne Ga,750mL,1,11.99,31-12-2024
1_HARDERSFIELD_25574,1,HARDERSFIELD,25574,Simmonet-Febvre 12 Bourgogne,750mL,41,11.99,31-12-2024
1_HARDERSFIELD_25575,1,HARDERSFIELD,25575,Louis Latour 14 St Veran Bla,750mL,37,15.99,31-12-2024
1_HARDERSFIELD_25607,1,HARDERSFIELD,25607,Liparita Cab Svgv,750mL,7,54.99,31-12-2024
1_HARDERSFIELD_25614,1,HARDERSFIELD,25614,Bodega Chacra Barda,750mL,10,24.99,31-12-2024
1_HARDERSFIELD_25625,1,HARDERSFIELD,25625,Gran Pasas Monastrell,750mL,6,15.99,31-12-2024
1_HARDERSFIELD_25650,1,HARDERSFIELD,25650,Long Barn Chardonnay,750mL,8,10.99,31-12-2024
1_HARDERSFIELD_25656,1,HARDERSFIELD,25656,14 Hands Red Blend Stampede,750mL,19,9.99,31-12-2024
1_HARDERSFIELD_25678,1,HARDERSFIELD,25678,Ch Recougne Brdx Superieur,750mL,14,13.99,31-12-2024
1_HARDERSFIELD_25699,1,HARDERSFIELD,25699,Havens Merlot Napa 13,750mL,54,19.99,31-12-2024
1_HARDERSFIELD_25703,1,HARDERSFIELD,25703,Murphy-Goode Svgn Bl,750mL,9,11.99,31-12-2024
1_HARDERSFIELD_25711,1,HARDERSFIELD,25711,Alexander Vly Vyd Cab Svgn,750mL,46,15.99,31-12-2024
1_HARDERSFIELD_25714,1,HARDERSFIELD,25714,Grgich Hills Cab Svgn Napa,750mL,16,69.99,31-12-2024
1_HARDERSFIELD_25716,1,HARDERSFIELD,25716,Grgich Hills Chard Napa,750mL,15,39.99,31-12-2024
1_HARDERSFIELD_25723,1,HARDERSFIELD,25723,Prophecy Pnt Nr,750mL,3,9.99,31-12-2024
1_HARDERSFIELD_25725,1,HARDERSFIELD,25725,Prophecy Svgn Bl,750mL,15,9.99,31-12-2024
1_HARDERSFIELD_25739,1,HARDERSFIELD,25739,Stemmari Pnt Grigio,750mL,10,7.99,31-12-2024
1_HARDERSFIELD_25753,1,HARDERSFIELD,25753,Barefoot Refresh Summer Red,250mL 4 Pk,8,7.99,31-12-2024
1_HARDERSFIELD_25754,1,HARDERSFIELD,25754,Barefoot Refresh Summer Whit,250mL 4 Pk,5,7.99,31-12-2024
1_HARDERSFIELD_25757,1,HARDERSFIELD,25757,Stonehedge Meritage 13 Napa,750mL,46,17.99,31-12-2024
1_HARDERSFIELD_25790,1,HARDERSFIELD,25790,Love Noir Pnt Nr,750mL,0,8.99,31-12-2024
1_HARDERSFIELD_25796,1,HARDERSFIELD,25796,Grgich Hills Znfdl,750mL,7,34.99,31-12-2024
1_HARDERSFIELD_25802,1,HARDERSFIELD,25802,Dynamite Cab Svgn N Cst,750mL,3,11.99,31-12-2024
1_HARDERSFIELD_25808,1,HARDERSFIELD,25808,Edna Valley Chard,750mL,11,11.99,31-12-2024
1_HARDERSFIELD_25832,1,HARDERSFIELD,25832,Dry Creek Fume Bl Sonoma,750mL,20,10.99,31-12-2024
1_HARDERSFIELD_25846,1,HARDERSFIELD,25846,Groth Svgn Bl Napa Valley,750mL,20,19.99,31-12-2024
1_HARDERSFIELD_25853,1,HARDERSFIELD,25853,Purple Heart Red,750mL,8,16.99,31-12-2024
1_HARDERSFIELD_25875,1,HARDERSFIELD,25875,Ruffino Rose Sparkling,750mL,6,12.99,31-12-2024
1_HARDERSFIELD_25876,1,HARDERSFIELD,25876,The Dreaming Tree Svgn Bl,750mL,5,12.99,31-12-2024
1_HARDERSFIELD_25877,1,HARDERSFIELD,25877,Ravage Cab Svgn,750mL,20,11.99,31-12-2024
1_HARDERSFIELD_25887,1,HARDERSFIELD,25887,Joel Gott Merlot,750mL,10,13.99,31-12-2024
1_HARDERSFIELD_25900,1,HARDERSFIELD,25900,La Maldita Garnache Rioja,750mL,2,9.99,31-12-2024
1_HARDERSFIELD_25934,1,HARDERSFIELD,25934,Gabbiano Chianti,750mL,15,7.99,31-12-2024
1_HARDERSFIELD_25935,1,HARDERSFIELD,25935,Gabbiano Chianti Clsc RSV,750mL,0,9.99,31-12-2024
1_HARDERSFIELD_25963,1,HARDERSFIELD,25963,Macrostie Carneros Chard,750mL,12,18.99,31-12-2024
1_HARDERSFIELD_25964,1,HARDERSFIELD,25964,MacRostie Pnt Nr Sonoma Cst,750mL,11,22.99,31-12-2024
1_HARDERSFIELD_25988,1,HARDERSFIELD,25988,Infamous Goose Svgn Bl,750mL,13,12.99,31-12-2024
1_HARDERSFIELD_25992,1,HARDERSFIELD,25992,Murphy-Goode Cab Svgn Cal,750mL,14,12.99,31-12-2024
1_HARDERSFIELD_25994,1,HARDERSFIELD,25994,Rodney Strong Merlot Sonoma,750mL,72,13.95,31-12-2024
1_HARDERSFIELD_26028,1,HARDERSFIELD,26028,Wines of Substance Cab Svgn,750mL,12,17.99,31-12-2024
1_HARDERSFIELD_26049,1,HARDERSFIELD,26049,Simonnet-Febvre Bourgogne Br,750mL,3,14.99,31-12-2024
1_HARDERSFIELD_26066,1,HARDERSFIELD,26066,Bell'Agio Rosso Dolce,750mL,4,10.99,31-12-2024
1_HARDERSFIELD_26092,1,HARDERSFIELD,26092,Blackstone Merlot Cal,750mL,27,7.99,31-12-2024
1_HARDERSFIELD_26143,1,HARDERSFIELD,26143,R Mondavi Pvt Sel Svgn Bl,750mL,42,8.99,31-12-2024
1_HARDERSFIELD_26153,1,HARDERSFIELD,26153,Paul Dolan Svgn Bl 14 Potter,750mL,12,9.99,31-12-2024
1_HARDERSFIELD_26166,1,HARDERSFIELD,26166,Black Stallion Est Svgn B 15,750mL,12,14.99,31-12-2024
1_HARDERSFIELD_26175,1,HARDERSFIELD,26175,Tom Gore Svgn Bl,750mL,10,12.99,31-12-2024
1_HARDERSFIELD_26181,1,HARDERSFIELD,26181,Jaume Serra Cristalino Brut,750mL,75,7.95,31-12-2024
1_HARDERSFIELD_26236,1,HARDERSFIELD,26236,Marques de Caceres Rose,750mL,41,8.99,31-12-2024
1_HARDERSFIELD_26248,1,HARDERSFIELD,26248,Roederer Cristal,750mL,3,199.99,31-12-2024
1_HARDERSFIELD_26250,1,HARDERSFIELD,26250,Roederer Est Brut,750mL,12,19.99,31-12-2024
1_HARDERSFIELD_26275,1,HARDERSFIELD,26275,Fathom Merlot 13,750mL,0,12.99,31-12-2024
1_HARDERSFIELD_26280,1,HARDERSFIELD,26280,Chalone Estate Grown Chard,750mL,52,15.99,31-12-2024
1_HARDERSFIELD_26285,1,HARDERSFIELD,26285,Moet & Chandon Imperial,1.5L,6,69.99,31-12-2024
1_HARDERSFIELD_26317,1,HARDERSFIELD,26317,House Wine Chard,3L,4,17.99,31-12-2024
1_HARDERSFIELD_26318,1,HARDERSFIELD,26318,House Wine Cab Svgn,3L,5,17.99,31-12-2024
1_HARDERSFIELD_26330,1,HARDERSFIELD,26330,Cristom Pnt Nr Mt Jeffrson C,750mL,9,29.99,31-12-2024
1_HARDERSFIELD_26358,1,HARDERSFIELD,26358,Prophecy Pnt Grigio,750mL,12,7.99,31-12-2024
1_HARDERSFIELD_26383,1,HARDERSFIELD,26383,Buehler Chard RRV,750mL,52,11.99,31-12-2024
1_HARDERSFIELD_26395,1,HARDERSFIELD,26395,Trapiche Cab Svgn Oak Cask,750mL,14,8.99,31-12-2024
1_HARDERSFIELD_26399,1,HARDERSFIELD,26399,Trapiche Malbec Mendoza Oak,750mL,24,7.99,31-12-2024
1_HARDERSFIELD_26403,1,HARDERSFIELD,26403,Mouton Cadet Ryder Cup Red B,750mL,7,9.99,31-12-2024
1_HARDERSFIELD_26426,1,HARDERSFIELD,26426,Pommery Brut Royale,750mL,6,29.99,31-12-2024
1_HARDERSFIELD_26427,1,HARDERSFIELD,26427,Latour Pouilly Fuisse,750mL,12,21.99,31-12-2024
1_HARDERSFIELD_26431,1,HARDERSFIELD,26431,Harken Chard,750mL,12,13.99,31-12-2024
1_HARDERSFIELD_26435,1,HARDERSFIELD,26435,Savory & James Fino Sherry,750mL,0,9.99,31-12-2024
1_HARDERSFIELD_26442,1,HARDERSFIELD,26442,Fortant Heritage Lang Rouge,750mL,18,15.99,31-12-2024
1_HARDERSFIELD_26443,1,HARDERSFIELD,26443,Latour Grand Ardeche Chard,750mL,13,14.99,31-12-2024
1_HARDERSFIELD_26456,1,HARDERSFIELD,26456,Ravenswood Vntnrs Blnd Chard,750mL,26,7.99,31-12-2024
1_HARDERSFIELD_26462,1,HARDERSFIELD,26462,Ravenswood Znfdl Sonoma,750mL,6,16.99,31-12-2024
1_HARDERSFIELD_26463,1,HARDERSFIELD,26463,Ravenswood Vints Blend Znfdl,750mL,23,7.99,31-12-2024
1_HARDERSFIELD_26497,1,HARDERSFIELD,26497,Ch Ste Michelle Canoe Rdg Me,750mL,0,17.99,31-12-2024
1_HARDERSFIELD_26501,1,HARDERSFIELD,26501,Rodney Strong Knotty Vn Znfl,750mL,25,15.99,31-12-2024
1_HARDERSFIELD_26557,1,HARDERSFIELD,26557,King Est Pnt Gris Ore,750mL,24,18.99,31-12-2024
1_HARDERSFIELD_26580,1,HARDERSFIELD,26580,Sullivan Toile Cab Svgn Napa,750mL,50,21.99,31-12-2024
1_HARDERSFIELD_26606,1,HARDERSFIELD,26606,Loredona Moscato Monterey,750mL,54,5.99,31-12-2024
1_HARDERSFIELD_26683,1,HARDERSFIELD,26683,Heritance Svgn Bl,750mL,0,8.99,31-12-2024
1_HARDERSFIELD_26684,1,HARDERSFIELD,26684,Mark West Pnt Grigio CA,750mL,12,9.99,31-12-2024
1_HARDERSFIELD_26717,1,HARDERSFIELD,26717,Arpa Pnt Grigio,750mL,6,9.99,31-12-2024
1_HARDERSFIELD_26732,1,HARDERSFIELD,26732,Bonterra Cab Svgn Organic,750mL,58,12.99,31-12-2024
1_HARDERSFIELD_26742,1,HARDERSFIELD,26742,Bridlewood Viognier,750mL,36,13.99,31-12-2024
1_HARDERSFIELD_26744,1,HARDERSFIELD,26744,Santa Lucia Sangvs Monte Ant,750mL,55,11.99,31-12-2024
1_HARDERSFIELD_26754,1,HARDERSFIELD,26754,Dom Faiveley Mercurey 14 Bl,750mL,0,26.99,31-12-2024
1_HARDERSFIELD_26762,1,HARDERSFIELD,26762,Chalk Hill Pnt Nr Sonoma Cst,750mL,34,14.99,31-12-2024
1_HARDERSFIELD_26774,1,HARDERSFIELD,26774,El Coto Blanco Rioja,750mL,12,11.99,31-12-2024
1_HARDERSFIELD_26787,1,HARDERSFIELD,26787,Moet & Chandon Imperial,187mL,27,10.49,31-12-2024
1_HARDERSFIELD_26817,1,HARDERSFIELD,26817,Ravenswood Vntrs Blnd Merlot,750mL,30,7.99,31-12-2024
1_HARDERSFIELD_26821,1,HARDERSFIELD,26821,Estancia Merlot Central Cst,750mL,26,9.99,31-12-2024
1_HARDERSFIELD_26827,1,HARDERSFIELD,26827,Cavit Merlot Trentino,1.5L,22,9.99,31-12-2024
1_HARDERSFIELD_26833,1,HARDERSFIELD,26833,Clemento VII Toscano,750mL,0,19.99,31-12-2024
1_HARDERSFIELD_26891,1,HARDERSFIELD,26891,Predator Cab Svgn,750mL,12,14.99,31-12-2024
1_HARDERSFIELD_26945,1,HARDERSFIELD,26945,Ferrari-Carano Fume Bl,750mL,38,9.99,31-12-2024
1_HARDERSFIELD_26948,1,HARDERSFIELD,26948,Ferrari-Carano Chard,750mL,74,18.99,31-12-2024
1_HARDERSFIELD_26949,1,HARDERSFIELD,26949,Sonoma-Cutrer Chard RRV,750mL,12,22.99,31-12-2024
1_HARDERSFIELD_26996,1,HARDERSFIELD,26996,Bleu de Mer Blanc,750mL,11,11.99,31-12-2024
1_HARDERSFIELD_27009,1,HARDERSFIELD,27009,Bouchard Aine & Fils B Chard,750mL,11,16.99,31-12-2024
1_HARDERSFIELD_27010,1,HARDERSFIELD,27010,J Moreau & Fils Chablis,750mL,1,23.99,31-12-2024
1_HARDERSFIELD_27012,1,HARDERSFIELD,27012,Bouchard Aine & Fils B Pnt N,750mL,6,16.99,31-12-2024
1_HARDERSFIELD_27042,1,HARDERSFIELD,27042,Luna di Luna Chard/Pnt Grigo,750mL,17,9.99,31-12-2024
1_HARDERSFIELD_27097,1,HARDERSFIELD,27097,Vieux Telegraphe Chtnf Pape,750mL,12,74.99,31-12-2024
1_HARDERSFIELD_27124,1,HARDERSFIELD,27124,Winemakers Secret Barrel Red,Liter,6,11.99,31-12-2024
1_HARDERSFIELD_27142,1,HARDERSFIELD,27142,Starmont Chard Carneros,750mL,43,11.99,31-12-2024
1_HARDERSFIELD_27145,1,HARDERSFIELD,27145,Schmitt Sohne QbA,750mL,14,9.99,31-12-2024
1_HARDERSFIELD_27146,1,HARDERSFIELD,27146,Codice Sierra Cantabria Red,750mL,22,9.99,31-12-2024
1_HARDERSFIELD_27157,1,HARDERSFIELD,27157,Ch Graves Rabion St Emilion,750mL,6,14.99,31-12-2024
1_HARDERSFIELD_27158,1,HARDERSFIELD,27158,Ch Lamonthe St Germain Brdx,750mL,2,10.99,31-12-2024
1_HARDERSFIELD_27159,1,HARDERSFIELD,27159,Ch du Moulin Entre-Deux-Mers,750mL,9,10.99,31-12-2024
1_HARDERSFIELD_27163,1,HARDERSFIELD,27163,Rio Madre 14 Rioja Tempranlo,750mL,12,10.99,31-12-2024
1_HARDERSFIELD_27195,1,HARDERSFIELD,27195,JCB No 69 Sparkling Rose,750mL,12,19.99,31-12-2024
1_HARDERSFIELD_27201,1,HARDERSFIELD,27201,DeLoach OFS Chard,750mL,48,19.99,31-12-2024
1_HARDERSFIELD_27202,1,HARDERSFIELD,27202,DeLoach Sonoma Cnty Chard,750mL,42,9.99,31-12-2024
1_HARDERSFIELD_27203,1,HARDERSFIELD,27203,DeLoach Ethans Vyd Znfdl,750mL,27,12.99,31-12-2024
1_HARDERSFIELD_27243,1,HARDERSFIELD,27243,Stars Like Ours Rose,750mL,47,9.99,31-12-2024
1_HARDERSFIELD_27255,1,HARDERSFIELD,27255,D'Arry's Original Shrz/Grnch,750mL,12,16.99,31-12-2024
1_HARDERSFIELD_27264,1,HARDERSFIELD,27264,Red IQ,750mL,0,10.99,31-12-2024
1_HARDERSFIELD_27288,1,HARDERSFIELD,27288,Gemma di Luna Sprkl Moscato,750mL,1,11.99,31-12-2024
1_HARDERSFIELD_27291,1,HARDERSFIELD,27291,Waterbrook Chard Rsv Col Vly,750mL,11,19.99,31-12-2024
1_HARDERSFIELD_27328,1,HARDERSFIELD,27328,Canoe Ridge Chard Colum Vly,750mL,12,11.99,31-12-2024
1_HARDERSFIELD_27350,1,HARDERSFIELD,27350,Almaden Cab Svgn Cal B/B,5L,13,15.99,31-12-2024
1_HARDERSFIELD_27351,1,HARDERSFIELD,27351,Almaden Chard Cal B/B,5L,17,15.99,31-12-2024
1_HARDERSFIELD_27361,1,HARDERSFIELD,27361,Borsao Campo de Borja Red,750mL,3,10.99,31-12-2024
1_HARDERSFIELD_27369,1,HARDERSFIELD,27369,Herencia del Padri Priorat,750mL,12,18.99,31-12-2024
1_HARDERSFIELD_27393,1,HARDERSFIELD,27393,Victor Vineyards Cab Svgn 13,750mL,34,9.99,31-12-2024
1_HARDERSFIELD_27412,1,HARDERSFIELD,27412,Peter Paul Bennett Vy Svgn B,750mL,19,11.99,31-12-2024
1_HARDERSFIELD_27460,1,HARDERSFIELD,27460,Ecco Domani Merlot Venezie,750mL,9,9.99,31-12-2024
1_HARDERSFIELD_27461,1,HARDERSFIELD,27461,Ecco Domani Pnt Grigio Venez,750mL,35,8.99,31-12-2024
1_HARDERSFIELD_27512,1,HARDERSFIELD,27512,Warre's Late Bottled Vintage,750mL,36,22.99,31-12-2024
1_HARDERSFIELD_27556,1,HARDERSFIELD,27556,Querceto Chianti Clsc RSV,750mL,8,12.99,31-12-2024
1_HARDERSFIELD_27567,1,HARDERSFIELD,27567,Zenato Pinot Grigio Veneto,750mL,27,10.99,31-12-2024
1_HARDERSFIELD_27596,1,HARDERSFIELD,27596,MezzaCorona Pnt Grigio,750mL,12,7.99,31-12-2024
1_HARDERSFIELD_27626,1,HARDERSFIELD,27626,LaBelle Winery Holiday 3 Pak,750mL 3 Pk,4,40.99,31-12-2024
1_HARDERSFIELD_27644,1,HARDERSFIELD,27644,Cline Znfdl Cal,750mL,11,9.99,31-12-2024
1_HARDERSFIELD_27735,1,HARDERSFIELD,27735,Bogle Cab Svgn Cal,750mL,73,10.99,31-12-2024
1_HARDERSFIELD_27799,1,HARDERSFIELD,27799,Ch de Sancerre Sancerre,750mL,18,29.99,31-12-2024
1_HARDERSFIELD_27808,1,HARDERSFIELD,27808,Blackstone Chard Monterey,750mL,15,7.99,31-12-2024
1_HARDERSFIELD_27813,1,HARDERSFIELD,27813,Warre's Warrior Port,750mL,15,13.99,31-12-2024
1_HARDERSFIELD_27817,1,HARDERSFIELD,27817,Clos Pegase Carneros Chard,750mL,11,27.99,31-12-2024
1_HARDERSFIELD_27830,1,HARDERSFIELD,27830,Silverado Svgn Bl Napa,750mL,12,19.99,31-12-2024
1_HARDERSFIELD_27831,1,HARDERSFIELD,27831,Wild Horse CC Chard,750mL,21,15.99,31-12-2024
1_HARDERSFIELD_27835,1,HARDERSFIELD,27835,Wild Horse CC Pnt Nr,750mL,28,15.99,31-12-2024
1_HARDERSFIELD_27854,1,HARDERSFIELD,27854,F Coppola Black Label Claret,750mL,68,16.99,31-12-2024
1_HARDERSFIELD_27867,1,HARDERSFIELD,27867,Vendange Merlot,1.5L,17,7.99,31-12-2024
1_HARDERSFIELD_27872,1,HARDERSFIELD,27872,Flora Springs Napa Red,750mL,36,26.99,31-12-2024
1_HARDERSFIELD_27874,1,HARDERSFIELD,27874,Forefront by Pine Ridge Pnt,750mL,0,12.99,31-12-2024
1_HARDERSFIELD_27886,1,HARDERSFIELD,27886,Roth Estate Pinot Noir,750mL,0,14.99,31-12-2024
1_HARDERSFIELD_27911,1,HARDERSFIELD,27911,Ruffino Chianti Clsc Santeda,750mL,10,15.99,31-12-2024
1_HARDERSFIELD_27932,1,HARDERSFIELD,27932,Marc Bredif Vouvray,750mL,9,17.99,31-12-2024
1_HARDERSFIELD_28069,1,HARDERSFIELD,28069,Sutter Home Merlot Cal,1.5L,24,9.99,31-12-2024
1_HARDERSFIELD_28081,1,HARDERSFIELD,28081,Gandia Hoya de Cadenas RSV,750mL,23,8.99,31-12-2024
1_HARDERSFIELD_28092,1,HARDERSFIELD,28092,Cline Ancient Vin Znfdl,750mL,15,14.99,31-12-2024
1_HARDERSFIELD_28138,1,HARDERSFIELD,28138,Columbia Crest Grand Chard,750mL,19,9.99,31-12-2024
1_HARDERSFIELD_28147,1,HARDERSFIELD,28147,Kris Pnt Grigio Alto Adige,750mL,32,10.99,31-12-2024
1_HARDERSFIELD_28163,1,HARDERSFIELD,28163,Villa Maria Svgn Bl Pvt Bin,750mL,33,11.99,31-12-2024
1_HARDERSFIELD_28223,1,HARDERSFIELD,28223,Ch Ste Michelle Canoe Rdge C,750mL,8,15.99,31-12-2024
1_HARDERSFIELD_28260,1,HARDERSFIELD,28260,Nathanson Creek Chard,1.5L,36,7.99,31-12-2024
1_HARDERSFIELD_28474,1,HARDERSFIELD,28474,Burgans Albarino Baixas Rio,750mL,30,12.99,31-12-2024
1_HARDERSFIELD_28548,1,HARDERSFIELD,28548,St Francis Old Vines Znfdl,750mL,10,15.99,31-12-2024
1_HARDERSFIELD_28579,1,HARDERSFIELD,28579,R M Woodbridge Merlot Cal,750mL,28,7.99,31-12-2024
1_HARDERSFIELD_28658,1,HARDERSFIELD,28658,R Mondavi Pnt Nr Pvt Sel,750mL,48,8.99,31-12-2024
1_HARDERSFIELD_28681,1,HARDERSFIELD,28681,F Coppola Rosso Bianco Rosso,750mL,25,10.99,31-12-2024
1_HARDERSFIELD_28682,1,HARDERSFIELD,28682,F Coppola Rosso Bianco Pnt G,750mL,18,10.99,31-12-2024
1_HARDERSFIELD_28775,1,HARDERSFIELD,28775,C K Mondavi Merlot,1.5L,13,12.99,31-12-2024
1_HARDERSFIELD_28856,1,HARDERSFIELD,28856,Seghesio Znfdl Sonoma,750mL,70,19.95,31-12-2024
1_HARDERSFIELD_28889,1,HARDERSFIELD,28889,Peter Vella Chard Cal B/B,5L,8,15.49,31-12-2024
1_HARDERSFIELD_28890,1,HARDERSFIELD,28890,Peter Vella Wh Znfdl Cal,5L,8,14.99,31-12-2024
1_HARDERSFIELD_28947,1,HARDERSFIELD,28947,R M Woodbridge Merlot Cal,1.5L,87,8.99,31-12-2024
1_HARDERSFIELD_29128,1,HARDERSFIELD,29128,Sutter Home Merlot Cal,187mL 4 Pk,15,5.99,31-12-2024
1_HARDERSFIELD_29169,1,HARDERSFIELD,29169,Franzia Tap Merlot,5L,7,17.99,31-12-2024
1_HARDERSFIELD_29212,1,HARDERSFIELD,29212,R Mondavi Merlot Pvt Sel,750mL,39,8.99,31-12-2024
1_HARDERSFIELD_29248,1,HARDERSFIELD,29248,Toasted Head Chard,750mL,161,9.99,31-12-2024
1_HARDERSFIELD_29352,1,HARDERSFIELD,29352,Elk Cove Pnt Gris Ore,750mL,9,18.99,31-12-2024
1_HARDERSFIELD_29431,1,HARDERSFIELD,29431,Clos du Val Cab Svgn Napa,750mL,0,54.99,31-12-2024
1_HARDERSFIELD_29649,1,HARDERSFIELD,29649,St Hilaire Blanc de Blancs,750mL,12,13.99,31-12-2024
1_HARDERSFIELD_29835,1,HARDERSFIELD,29835,Casal Garcia Vinho Verde Wh,750mL,12,7.99,31-12-2024
1_HARDERSFIELD_29996,1,HARDERSFIELD,29996,Wild Horse CC Cab Svgn,750mL,36,16.99,31-12-2024
1_HARDERSFIELD_30039,1,HARDERSFIELD,30039,Chateau D'Armailhac 2014,750mL,0,44.49,31-12-2024
1_HARDERSFIELD_30117,1,HARDERSFIELD,30117,Clos Haut Peyraguey 2014,750mL,0,44.49,31-12-2024
1_HARDERSFIELD_30602,1,HARDERSFIELD,30602,Zardetto Prosecco Conegliano,750mL,46,12.99,31-12-2024
1_HARDERSFIELD_30735,1,HARDERSFIELD,30735,Sonoma-Cutrer Cutrer V Chard,750mL,10,28.99,31-12-2024
1_HARDERSFIELD_31070,1,HARDERSFIELD,31070,Treana Red Calif,750mL,8,31.99,31-12-2024
1_HARDERSFIELD_31083,1,HARDERSFIELD,31083,Stags Leap WC Karia Chard,750mL,47,28.99,31-12-2024
1_HARDERSFIELD_31160,1,HARDERSFIELD,31160,Monsanto Chianti Clsc RSV,750mL,24,21.99,31-12-2024
1_HARDERSFIELD_31163,1,HARDERSFIELD,31163,Bonterra Viognier Orgnic,750mL,21,13.99,31-12-2024
1_HARDERSFIELD_31186,1,HARDERSFIELD,31186,Almaden Merlot Cal B/B,5L,9,15.99,31-12-2024
1_HARDERSFIELD_31195,1,HARDERSFIELD,31195,Northstar Merlot Columbia,750mL,18,29.99,31-12-2024
1_HARDERSFIELD_31200,1,HARDERSFIELD,31200,Banfi Rosso di Montalcino,750mL,34,20.99,31-12-2024
1_HARDERSFIELD_31201,1,HARDERSFIELD,31201,Beringer Fndrs Est Cab Svgn,750mL,26,8.99,31-12-2024
1_HARDERSFIELD_31202,1,HARDERSFIELD,31202,Beringer Fndrs Est Chard,750mL,21,8.99,31-12-2024
1_HARDERSFIELD_31203,1,HARDERSFIELD,31203,Beringer Fndrs Est Merlot,750mL,37,8.99,31-12-2024
1_HARDERSFIELD_31231,1,HARDERSFIELD,31231,Nobilo Svgn Bl MarlborougH,750mL,23,9.99,31-12-2024
1_HARDERSFIELD_31320,1,HARDERSFIELD,31320,La Vieille Ferme Rose Vntoux,750mL,27,6.99,31-12-2024
1_HARDERSFIELD_31349,1,HARDERSFIELD,31349,Big House Red Cal,750mL,17,7.99,31-12-2024
1_HARDERSFIELD_31356,1,HARDERSFIELD,31356,Justin Isosceles Paso Roble,750mL,6,79.99,31-12-2024
1_HARDERSFIELD_31454,1,HARDERSFIELD,31454,Foxhorn SE Chard Australia,1.5L,17,6.99,31-12-2024
1_HARDERSFIELD_31456,1,HARDERSFIELD,31456,Foxhorn SE Merlot Australia,1.5L,11,7.99,31-12-2024
1_HARDERSFIELD_31465,1,HARDERSFIELD,31465,Franzia Tap Chard,5L,12,17.99,31-12-2024
1_HARDERSFIELD_31466,1,HARDERSFIELD,31466,Ch Carignan Brdx,750mL,1,21.99,31-12-2024
1_HARDERSFIELD_31487,1,HARDERSFIELD,31487,Barefoot Bubbly Brut Cve,750mL,31,6.95,31-12-2024
1_HARDERSFIELD_31488,1,HARDERSFIELD,31488,Barefoot Chard Cal,750mL,30,4.99,31-12-2024
1_HARDERSFIELD_31489,1,HARDERSFIELD,31489,Barefoot Chard Cal,1.5L,89,10.99,31-12-2024
1_HARDERSFIELD_31494,1,HARDERSFIELD,31494,Barefoot Merlot Cal,1.5L,91,10.99,31-12-2024
