Brand,Description,Price,Size,Volume,Classification,PurchasePrice,VendorNumber,VendorName
23889,Corbett Canyon Wh Znfdl,7.99,1500mL,1500,2,4.82,9815,WINE GROUP INC             
23898,Dr Konstantin Frank Rose,16.99,750mL,750,2,9.08,10754,PERFECTA WINES             
23902,Dom St Andrieu Rose CdP,15.99,750mL,750,2,10.52,10754,PERFECTA WINES             
23918,Mionetto Grand Rose Ext Dry,15.99,750mL,750,2,4.82,9552,M S WALKER INC             
23944,Ch du Courlat 10,24.99,750mL,750,2,17.23,7153,PINE STATE TRADING CO      
23946,Ch La Cardone Medoc 09,19.99,750mL,750,2,13.6,7153,PINE STATE TRADING CO      
23947,Ch Larose Trintaudon 09,23.99,750mL,750,2,15.48,7153,PINE STATE TRADING CO      
23949,Ch Valfontaine 10,9.99,750mL,750,2,6.49,7153,PINE STATE TRADING CO      
23950,Ch Haut-Robert 10,10.99,750mL,750,2,7.38,7153,PINE STATE TRADING CO      
23951,Ch Moulin de Pillardot 10,10.99,750mL,750,2,7.28,7153,PINE STATE TRADING CO      
23954,Notre Dame Luberon Rose,9.99,750mL,750,2,6.49,9165,ULTRA BEVERAGE COMPANY LLP 
23973,Catena RSV Cab Svgn,15.99,750mL,750,2,10.38,9552,M S WALKER INC             
23974,Catena RSV Chard,16.99,750mL,750,2,11.25,9552,M S WALKER INC             
23984,Triennes Rose 2012,14.99,750mL,750,2,9.86,4425,MARTIGNETTI COMPANIES
23988,Rio Madre 2014 Rose Rioja,9.99,750mL,750,2,6.66,9552,M S WALKER INC             
23990,Moncigale Rose Cd Provnce 14,12.99,750mL,750,2,8.66,9552,M S WALKER INC             
23991,Martin Ray 14 Rose of Pnt Nr,14.99,750mL,750,2,9.86,9552,M S WALKER INC             
24002,Corbett Canyon Chard,6.99,1500mL,1500,2,4.63,9815,WINE GROUP INC             
24003,Corbett Canyon Cab Svgn,7.99,1500mL,1500,2,4.54,9815,WINE GROUP INC             
24020,Rosenblum Vntr Cve XXX Znfdl,10.99,750mL,750,2,7.38,1590,DIAGEO CHATEAU ESTATE WINES
24086,Hess Select Chard,12.99,750mL,750,2,7.14,4425,MARTIGNETTI COMPANIES
24088,Hess Select Cab Svgn,16.99,750mL,750,2,8.75,4425,MARTIGNETTI COMPANIES
24170,Adelsheim Caitlins Rsv Chard,39.99,750mL,750,2,25.97,9552,M S WALKER INC             
24188,St Francis Cab Svgn Sonoma,15.99,750mL,750,2,8.55,4692,KOBRAND CORPORATION        
24285,Dom Clavel Languedoc,13.99,750mL,750,2,9.03,4425,MARTIGNETTI COMPANIES
24291,Dom Fond Croze La Croix Coq,17.99,750mL,750,2,11.99,4425,MARTIGNETTI COMPANIES
24299,Rosemount Diamond Merlot,8.99,750mL,750,2,5.88,4425,MARTIGNETTI COMPANIES
24325,La Crema Chard Sonoma Cst,15.99,750mL,750,2,10.88,10000,MAJESTIC FINE WINES        
24327,La Crema Pnt Nr Sonoma Cst,19.99,750mL,750,2,13.1,10000,MAJESTIC FINE WINES        
24419,Bonterra Mendocino Org Chard,11.99,750mL,750,2,6.74,9165,ULTRA BEVERAGE COMPANY LLP 
24453,Estancia Meritage,22.99,750mL,750,2,15.43,1392,CONSTELLATION BRANDS INC   
24455,Franciscan Cab Svgn Napa,20.99,750mL,750,2,11.71,1392,CONSTELLATION BRANDS INC   
24456,Franciscan Est Chard Napa,14.99,750mL,750,2,8.21,1392,CONSTELLATION BRANDS INC   
24493,Buehler Cab Svgn Napa,23.99,750mL,750,2,14.76,4425,MARTIGNETTI COMPANIES
24592,Vendange Cab Svgn,9.99,1500mL,1500,2,4.69,1392,CONSTELLATION BRANDS INC   
24612,Estancia Pnt Nr Monterey,13.99,750mL,750,2,5.82,1392,CONSTELLATION BRANDS INC   
24634,Marques de Caceres RSV Red,16.99,750mL,750,2,10.27,1587,VINEYARD BRANDS INC        
24779,Straccali Chianti,9.99,1500mL,1500,2,6.84,6785,PALM BAY INTERNATIONAL INC 
24829,Cecchi Chianti Classico,11.99,750mL,750,2,7.53,9165,ULTRA BEVERAGE COMPANY LLP 
24840,Honig Svgn Bl Napa,13.99,750mL,750,2,8.44,7153,PINE STATE TRADING CO      
24842,Jacobs Crk Shrz/Cab Svgn,7.99,750mL,750,2,4.6,17035,PERNOD RICARD USA          
24875,Glen Ellen Merlot RSV,6.99,1500mL,1500,2,4.57,9815,WINE GROUP INC             
24907,Bogle Old Vine Znfdl Cal,10.99,750mL,750,2,6.89,4425,MARTIGNETTI COMPANIES
24926,Herzog Kosher Znfdl,13.99,750mL,750,2,6.84,9165,ULTRA BEVERAGE COMPANY LLP 
24997,W Hill Merlot Napa,23.99,750mL,750,2,16.43,3252,E & J GALLO WINERY         
25036,Albola Pinot Grigio,10.99,750mL,750,2,7.53,4425,MARTIGNETTI COMPANIES
25046,Bully Hill Love My Goat Rd,8.99,750mL,750,2,5.55,2000,SOUTHERN WINE & SPIRITS NE 
25269,R Mondavi Cab Svgn Pvt Sel,7.99,750mL,750,2,4.62,1392,CONSTELLATION BRANDS INC   
25382,Drouhin Laforet Red Bourgog,17.99,750mL,750,2,12.24,4425,MARTIGNETTI COMPANIES
25419,Kunde Chard Sonoma Valley,14.99,750mL,750,2,9.33,4425,MARTIGNETTI COMPANIES
25581,BV Coastal Estate Merlot,8.99,750mL,750,2,6.07,1590,DIAGEO CHATEAU ESTATE WINES
25647,De Loach Russian River Chard,19.99,750mL,750,2,13.42,4425,MARTIGNETTI COMPANIES
25649,De Loach Chard Cal,11.99,750mL,750,2,6.84,4425,MARTIGNETTI COMPANIES
25696,Bonny Doon Vin Gris de Cigar,9.99,750mL,750,2,6.75,4425,MARTIGNETTI COMPANIES
25703,Murphy-Goode Svgn Bl,11.99,750mL,750,2,7.58,9552,M S WALKER INC             
25704,Murphy-Goode Chard Sonoma,12.99,750mL,750,2,7.53,9552,M S WALKER INC             
25716,Grgich Hills Chard Napa,44.99,750mL,750,2,25.8,4425,MARTIGNETTI COMPANIES
25802,Dynamite Cab Svgn N Cst,11.99,750mL,750,2,8.21,1590,DIAGEO CHATEAU ESTATE WINES
25808,Edna Valley Chard,11.99,750mL,750,2,7.84,3252,E & J GALLO WINERY         
25832,Dry Creek Fume Bl Sonoma,11.99,750mL,750,2,6.53,7153,PINE STATE TRADING CO      
25846,Groth Svgn Bl Napa Valley,21.99,750mL,750,2,12.05,4425,MARTIGNETTI COMPANIES
25883,Honig Cab Svgn Napa,36.99,750mL,750,2,24.82,7153,PINE STATE TRADING CO      
25932,Gabbiano Chianti Clsc,9.99,750mL,750,2,6.49,9819,TREASURY WINE ESTATES      
25934,Gabbiano Chianti,7.99,750mL,750,2,5.15,9819,TREASURY WINE ESTATES      
25966,Robert Sinskey Pnt Nr Carner,36.99,750mL,750,2,23.8,10754,PERFECTA WINES             
25984,C Y Toro Casa Diablo Svgn Bl,8.99,750mL,750,2,5.88,516,BANFI PRODUCTS CORP        
25985,C Y Toro Casa Diablo Merlot,9.99,750mL,750,2,6.66,516,BANFI PRODUCTS CORP        
25992,Murphy-Goode Cab Svgn Cal,12.99,750mL,750,2,7.43,9552,M S WALKER INC             
25994,Rodney Strong Merlot Sonoma,16.99,750mL,750,2,11.72,4425,MARTIGNETTI COMPANIES
26092,Blackstone Merlot Cal,7.99,750mL,750,2,4.79,1392,CONSTELLATION BRANDS INC   
26143,R Mondavi Pvt Sel Svgn Bl,7.99,750mL,750,2,4.65,1392,CONSTELLATION BRANDS INC   
26181,Jaume Serra Cristalino Brut,8.99,750mL,750,2,4.57,4425,MARTIGNETTI COMPANIES
26247,Roederer Brut Premier,49.99,750mL,750,2,32.46,2000,SOUTHERN WINE & SPIRITS NE 
26248,Roederer Cristal,249.99,750mL,750,2,132.44,2000,SOUTHERN WINE & SPIRITS NE 
26250,Roederer Est Brut,20.99,750mL,750,2,13.63,2000,SOUTHERN WINE & SPIRITS NE 
26285,Moet & Chandon Imperial,79.99,1500mL,1500,2,45.45,8112,MOET HENNESSY USA INC      
26383,Buehler Chard RRV,15.99,750mL,750,2,7.89,4425,MARTIGNETTI COMPANIES
26390,Pepperwood Grove Cab Svgn,7.99,750mL,750,2,5.4,9552,M S WALKER INC             
26391,Pepperwood Grove Chard,7.99,750mL,750,2,5.15,9552,M S WALKER INC             
26392,Pepperwood Grove Pnt Nr,7.99,750mL,750,2,5.29,9552,M S WALKER INC             
26395,Trapiche Cab Svgn Oak Cask,8.99,750mL,750,2,3.94,9815,WINE GROUP INC             
26399,Trapiche Malbec Mendoza Oak,7.99,750mL,750,2,3.94,9815,WINE GROUP INC             
26427,Latour Pouilly Fuisse,22.99,750mL,750,2,14.19,9552,M S WALKER INC             
26428,Latour Macon Village Chamery,13.99,750mL,750,2,9.14,9552,M S WALKER INC             
26456,Ravenswood Vntnrs Blnd Chard,7.99,750mL,750,2,4.5,1392,CONSTELLATION BRANDS INC   
26462,Ravenswood Znfdl Sonoma,18.99,750mL,750,2,10.8,1392,CONSTELLATION BRANDS INC   
26463,Ravenswood Vints Blend Znfdl,7.99,750mL,750,2,4.65,1392,CONSTELLATION BRANDS INC   
26557,King Est Pnt Gris Ore,17.99,750mL,750,2,11.4,4425,MARTIGNETTI COMPANIES
26732,Bonterra Cab Svgn Organic,13.99,750mL,750,2,6.79,9165,ULTRA BEVERAGE COMPANY LLP 
26744,Santa Lucia Sangvs Monte Ant,11.99,750mL,750,2,6.42,4425,MARTIGNETTI COMPANIES
26787,Moet & Chandon Imperial,10.49,187mL,187,2,6.86,8112,MOET HENNESSY USA INC      
26817,Ravenswood Vntrs Blnd Merlot,7.99,750mL,750,2,5.47,1392,CONSTELLATION BRANDS INC   
26821,Estancia Merlot Central Cst,9.99,750mL,750,2,4.93,1392,CONSTELLATION BRANDS INC   
26827,Cavit Merlot Trentino,9.99,1500mL,1500,2,6.89,6785,PALM BAY INTERNATIONAL INC 
26943,Jordan Cab Svgn Alex Valley,49.99,750mL,750,2,33.11,9552,M S WALKER INC             
26945,Ferrari-Carano Fume Bl,12.49,750mL,750,2,6.77,2000,SOUTHERN WINE & SPIRITS NE 
26948,Ferrari-Carano Chard,18.99,750mL,750,2,11.53,2000,SOUTHERN WINE & SPIRITS NE 
26949,Sonoma-Cutrer Chard RRV,22.99,750mL,750,2,15.53,1128,BROWN-FORMAN CORP          
26966,De Loach Cab Svgn Cal,11.99,750mL,750,2,6.53,4425,MARTIGNETTI COMPANIES
27042,Luna di Luna Chard/Pnt Grigo,9.99,750mL,750,2,6.53,9552,M S WALKER INC             
27145,Schmitt Sohne QbA,8.99,750mL,750,2,6.03,9552,M S WALKER INC             
27146,Codice Sierra Cantabria Red,9.99,750mL,750,2,6.57,9552,M S WALKER INC             
27303,Wyndham Bin 555 Shiraz,8.99,750mL,750,2,5.91,17035,PERNOD RICARD USA          
27350,Almaden Cab Svgn Cal B/B,17.99,5000mL,5000,2,10.8,9815,WINE GROUP INC             
27351,Almaden Chard Cal B/B,17.99,5000mL,5000,2,10.38,9815,WINE GROUP INC             
27361,Borsao Campo de Borja Red,8.99,750mL,750,2,5.99,9552,M S WALKER INC             
27429,Grahams Six Grapes,21.99,750mL,750,2,12.9,9552,M S WALKER INC             
27460,Ecco Domani Merlot Venezie,9.99,750mL,750,2,6.53,3252,E & J GALLO WINERY         
27461,Ecco Domani Pnt Grigio Venez,8.99,750mL,750,2,6.12,3252,E & J GALLO WINERY         
27512,Warre's Late Bottled Vintage,23.99,750mL,750,2,14.09,1587,VINEYARD BRANDS INC        
27514,Clos du Bois RSV Cab Svgn,16.99,750mL,750,2,10.96,1392,CONSTELLATION BRANDS INC   
27567,Zenato Pinot Grigio Veneto,11.99,750mL,750,2,7.23,2000,SOUTHERN WINE & SPIRITS NE 
27579,Zenato Amarone,64.99,750mL,750,2,43.33,2000,SOUTHERN WINE & SPIRITS NE 
27596,MezzaCorona Pnt Grigio,7.89,750mL,750,2,5.16,9165,ULTRA BEVERAGE COMPANY LLP 
27644,Cline Znfdl Cal,11.99,750mL,750,2,6.84,4425,MARTIGNETTI COMPANIES
27735,Bogle Cab Svgn Cal,9.99,750mL,750,2,6.53,4425,MARTIGNETTI COMPANIES
27799,Ch de Sancerre Sancerre,26.99,750mL,750,2,17.41,4425,MARTIGNETTI COMPANIES
27801,Moet & Chandon Nectar Imper,45.99,750mL,750,2,31.29,8112,MOET HENNESSY USA INC      
27808,Blackstone Chard Monterey,7.99,750mL,750,2,4.54,1392,CONSTELLATION BRANDS INC   
27813,Warre's Warrior Port,14.99,750mL,750,2,9.45,1587,VINEYARD BRANDS INC        
27830,Silverado Svgn Bl Napa,17.99,750mL,750,2,10.95,4425,MARTIGNETTI COMPANIES
27831,Wild Horse CC Chard,9.99,750mL,750,2,6.84,1392,CONSTELLATION BRANDS INC   
27835,Wild Horse CC Pnt Nr,14.99,750mL,750,2,9.14,1392,CONSTELLATION BRANDS INC   
27854,F Coppola Black Label Claret,14.99,750mL,750,2,10.2,2000,SOUTHERN WINE & SPIRITS NE 
27867,Vendange Merlot,9.99,1500mL,1500,2,4.72,1392,CONSTELLATION BRANDS INC   
28069,Sutter Home Merlot Cal,9.99,1500mL,1500,2,5.45,8892,TRINCHERO FAMILY ESTATES   
28081,Gandia Hoya de Cadenas RSV,8.99,750mL,750,2,5.51,7153,PINE STATE TRADING CO      
28092,Cline Ancient Vin Znfdl,14.99,750mL,750,2,9.67,4425,MARTIGNETTI COMPANIES
28114,Steele Chard Cal,15.99,750mL,750,2,10.88,9552,M S WALKER INC             
28138,Columbia Crest Grand Chard,8.99,750mL,750,2,6.16,8673,STE MICHELLE WINE ESTATES  
28147,Kris Pnt Grigio Alto Adige,10.99,750mL,750,2,7.14,2000,SOUTHERN WINE & SPIRITS NE 
28163,Villa Maria Svgn Bl Pvt Bin,11.99,750mL,750,2,6.82,8673,STE MICHELLE WINE ESTATES  
28258,Nathanson Creek Cab Svgn,9.99,1500mL,1500,2,5.36,1392,CONSTELLATION BRANDS INC   
28260,Nathanson Creek Chard,9.99,1500mL,1500,2,5.19,1392,CONSTELLATION BRANDS INC   
28262,Nathanson Creek Merlot,9.99,1500mL,1500,2,5.15,1392,CONSTELLATION BRANDS INC   
28474,Burgans Albarino Baixas Rio,12.99,750mL,750,2,7.14,9552,M S WALKER INC             
28548,St Francis Old Vines Znfdl,18.99,750mL,750,2,11.03,4692,KOBRAND CORPORATION        
28579,R M Woodbridge Merlot Cal,7.99,750mL,750,2,3.24,1392,CONSTELLATION BRANDS INC   
28658,R Mondavi Pnt Nr Pvt Sel,7.99,750mL,750,2,4.53,1392,CONSTELLATION BRANDS INC   
28681,F Coppola Rosso Bianco Rosso,8.99,750mL,750,2,5.95,2000,SOUTHERN WINE & SPIRITS NE 
28682,F Coppola Rosso Bianco Pnt G,8.99,750mL,750,2,5.34,2000,SOUTHERN WINE & SPIRITS NE 
28775,C K Mondavi Merlot,10.99,1500mL,1500,2,7.58,2000,SOUTHERN WINE & SPIRITS NE 
28856,Seghesio Znfdl Sonoma,19.99,750mL,750,2,11.45,4425,MARTIGNETTI COMPANIES
28889,Peter Vella Chard Cal B/B,15.99,5000mL,5000,2,10.61,3252,E & J GALLO WINERY         
28890,Peter Vella Wh Znfdl Cal,14.99,5000mL,5000,2,9.99,3252,E & J GALLO WINERY         
28946,Silverado Merlot Napa,29.99,750mL,750,2,18.06,4425,MARTIGNETTI COMPANIES
28947,R M Woodbridge Merlot Cal,8.99,1500mL,1500,2,5.91,1392,CONSTELLATION BRANDS INC   
29128,Sutter Home Merlot Cal,5.99,187mL 4 Pk,187,2,3.97,8892,TRINCHERO FAMILY ESTATES   
29169,Franzia Tap Merlot,15.99,5000mL,5000,2,10.88,9815,WINE GROUP INC             
29212,R Mondavi Merlot Pvt Sel,7.99,750mL,750,2,4.59,1392,CONSTELLATION BRANDS INC   
29248,Toasted Head Chard,9.99,750mL,750,2,6.53,1392,CONSTELLATION BRANDS INC   
29352,Elk Cove Pnt Gris Ore,19.99,750mL,750,2,11.91,4425,MARTIGNETTI COMPANIES
29407,Wild Horse CC Merlot,14.99,750mL,750,2,10.33,1392,CONSTELLATION BRANDS INC   
29431,Clos du Val Cab Svgn Napa,34.99,750mL,750,2,19.86,4425,MARTIGNETTI COMPANIES
29433,Clos du Val Carneros Chard,22.99,750mL,750,2,13.79,4425,MARTIGNETTI COMPANIES
29434,Clos du Val Merlot Napa,31.99,750mL,750,2,16.44,4425,MARTIGNETTI COMPANIES
29621,Schmitt Sohne Spatlese,11.99,750mL,750,2,8.21,9552,M S WALKER INC             
29649,St Hilaire Blanc de Blancs,14.99,750mL,750,2,10.13,9552,M S WALKER INC             
29835,Casal Garcia Vinho Verde Wh,6.99,750mL,750,2,4.82,4425,MARTIGNETTI COMPANIES
29996,Wild Horse CC Cab Svgn,16.99,750mL,750,2,10.12,1392,CONSTELLATION BRANDS INC   
30602,Zardetto Prosecco Conegliano,12.99,750mL,750,2,8.27,2000,SOUTHERN WINE & SPIRITS NE 
30656,Steele Pnt Nr,16.99,750mL,750,2,11.64,9552,M S WALKER INC             
30735,Sonoma-Cutrer Cutrer V Chard,28.99,750mL,750,2,19.07,1128,BROWN-FORMAN CORP          
31045,Presidential 20-Yr Tawny Dec,64.99,750mL,750,2,39.47,9552,M S WALKER INC             
31083,Stags Leap Chard Napa,28.99,750mL,750,2,18.66,8673,STE MICHELLE WINE ESTATES  
31119,Beringer Chard Private RSV,44.99,750mL,750,2,26.66,9819,TREASURY WINE ESTATES      
31160,Monsanto Chianti Clsc RSV,21.99,750mL,750,2,13.24,9552,M S WALKER INC             
31163,Bonterra Viognier Orgnic,13.99,750mL,750,2,9.39,9165,ULTRA BEVERAGE COMPANY LLP 
31186,Almaden Merlot Cal B/B,17.99,5000mL,5000,2,10.8,9815,WINE GROUP INC             
31195,Northstar Merlot Columbia,26.99,750mL,750,2,17.53,8673,STE MICHELLE WINE ESTATES  
31200,Banfi Rosso di Montalcino,18.99,750mL,750,2,11.99,516,BANFI PRODUCTS CORP        
31201,Beringer Fndrs Est Cab Svgn,8.99,750mL,750,2,6.03,9819,TREASURY WINE ESTATES      
31202,Beringer Fndrs Est Chard,8.99,750mL,750,2,6.07,9819,TREASURY WINE ESTATES      
31203,Beringer Fndrs Est Merlot,8.99,750mL,750,2,5.99,9819,TREASURY WINE ESTATES      
31204,Beringer Fndrs Est Svgn Bl,8.99,750mL,750,2,6.07,9819,TREASURY WINE ESTATES      
31231,Nobilo Svgn Bl MarlborougH,11.99,750mL,750,2,6.49,1392,CONSTELLATION BRANDS INC   
31277,Landmark Overlook Chard,15.99,750mL,750,2,10.95,9552,M S WALKER INC             
31320,La Vieille Ferme Rose Vntoux,6.99,750mL,750,2,4.69,1587,VINEYARD BRANDS INC        
31345,Cecchi Cern Chianti Clsc RSV,22.99,750mL,750,2,15.64,9165,ULTRA BEVERAGE COMPANY LLP 
31349,Big House Red Cal,7.99,750mL,750,2,4.72,9815,WINE GROUP INC             
31452,Foxhorn SE Cab Svgn Australi,8.99,1500mL,1500,2,5.15,9815,WINE GROUP INC             
31454,Foxhorn SE Chard Australia,8.99,1500mL,1500,2,4.79,9815,WINE GROUP INC             
31456,Foxhorn SE Merlot Australia,8.99,1500mL,1500,2,5.22,9815,WINE GROUP INC             
31465,Franzia Tap Chard,15.99,5000mL,5000,2,10.38,9815,WINE GROUP INC             
31466,Ch Carignan Brdx,21.99,750mL,750,2,15.06,4425,MARTIGNETTI COMPANIES
31487,Barefoot Bubbly Brut Cve,7.99,750mL,750,2,5.29,3252,E & J GALLO WINERY         
31488,Barefoot Chard Cal,6.29,750mL,750,2,3.44,3252,E & J GALLO WINERY         
31489,Barefoot Chard Cal,8.79,1500mL,1500,2,5.71,3252,E & J GALLO WINERY         
31493,Barefoot Merlot Cal,6.29,750mL,750,2,3.33,3252,E & J GALLO WINERY         
31494,Barefoot Merlot Cal,8.79,1500mL,1500,2,6.02,3252,E & J GALLO WINERY         
31497,Barefoot Svgn Bl Cal,10.99,1500mL,1500,2,7.28,3252,E & J GALLO WINERY         
31500,Barefoot Wh Znfdl Cal,6.29,750mL,750,2,3.22,3252,E & J GALLO WINERY         
31524,Rosemount Pnt Nr Ausl,8.99,750mL,750,2,6.03,4425,MARTIGNETTI COMPANIES
31541,Morgan Winery Highland Chard,20.99,750mL,750,2,13.15,10754,PERFECTA WINES             
31542,Morgan Winery Twelve Clones,23.99,750mL,750,2,16.1,10754,PERFECTA WINES             
31618,Chartron La Fleur Brdx Whit,9.99,750mL,750,2,6.57,9552,M S WALKER INC             
31621,Novellum Chardonnay RSV VDP,9.99,750mL,750,2,6.62,9552,M S WALKER INC             
31796,Gekkeikan Sake Haiku Prm Sel,10.99,750mL,750,2,7.28,8320,SHAW ROSS INT L IMP LTD    
31866,F Coppola Diamond Merlot,13.99,750mL,750,2,9.03,2000,SOUTHERN WINE & SPIRITS NE 
31873,Peter Vella Cab Svgn Cal B/B,15.99,5000mL,5000,2,10.45,3252,E & J GALLO WINERY         
31909,Catena Lunlunta Malbec Argn,19.99,750mL,750,2,12.9,9552,M S WALKER INC             
31915,F Coppola Diamond Chard,12.99,750mL,750,2,8.27,2000,SOUTHERN WINE & SPIRITS NE 
31971,Trinchero Main St Cab Svgn,8.99,750mL,750,2,5.99,8892,TRINCHERO FAMILY ESTATES   
32054,Greg Norman Lmstn Cab/Merlot,11.99,750mL,750,2,7.09,9819,TREASURY WINE ESTATES      
32084,Heidsieck Brut Monopole Epe,27.99,750mL,750,2,18.91,1601,VRANKEN AMERICA            
32108,Erath Pnt Nr Oregon,14.99,750mL,750,2,10.31,8673,STE MICHELLE WINE ESTATES  
32138,Bonterra Merlot Organic Mndc,13.99,750mL,750,2,9.2,9165,ULTRA BEVERAGE COMPANY LLP 
32263,Lindemans Bin 65 Chard,9.99,1500mL,1500,2,6.8,4425,MARTIGNETTI COMPANIES
32367,Cavit Pinot Noir Delle Vene,6.99,750mL,750,2,3.94,6785,PALM BAY INTERNATIONAL INC 
32368,Cavit Pinot Noir Delle Vene,9.99,1500mL,1500,2,6.45,6785,PALM BAY INTERNATIONAL INC 
32479,Danzante Del Vnzi Pnt Grigio,9.99,750mL,750,2,6.75,9165,ULTRA BEVERAGE COMPANY LLP 
32508,C Krug Merlot Napa,15.99,750mL,750,2,10.95,2000,SOUTHERN WINE & SPIRITS NE 
32546,Artesa Carneros Pnt Nr,21.99,750mL,750,2,12.58,9165,ULTRA BEVERAGE COMPANY LLP 
32592,Mionetto Frizzante Prosecco,16.99,750mL,750,2,11.56,9552,M S WALKER INC             
32604,Kendall Jackson Vt RSV Syrah,11.99,750mL,750,2,6.5,10000,MAJESTIC FINE WINES        
32648,Beringer Classic Wh Znfdl,7.99,1500mL,1500,2,5.3,9819,TREASURY WINE ESTATES      
32649,Beringer Classic Wh Merlot,7.99,1500mL,1500,2,5.13,9819,TREASURY WINE ESTATES      
32650,Beringer Fndrs Est Pnt Nr,8.99,750mL,750,2,5.99,9819,TREASURY WINE ESTATES      
32652,Beringer Classic Wh Merlot,5.99,750mL,750,2,3.99,9819,TREASURY WINE ESTATES      
32670,Columbia Crest Vns Merlot/Ca,6.99,750mL,750,2,4.69,8673,STE MICHELLE WINE ESTATES  
32675,Blackstone Cab Svgn Cal,7.99,750mL,750,2,4.57,1392,CONSTELLATION BRANDS INC   
32749,Brancott Svgn Bl Marlboro,10.49,750mL,750,2,5.26,17035,PERNOD RICARD USA          
32796,Warre's Otima 10-Yr Tawny,19.99,500mL,500,2,12.9,1587,VINEYARD BRANDS INC        
32803,Truchard Carneros Chard,27.99,750mL,750,2,17.64,10754,PERFECTA WINES             
32807,Flag Hill De Chaunac Red NH,12.99,750mL,750,2,7.58,17031,FLAG HILL WINERY & VINEYARD
32809,Flag Hill Marechal Foch NH,12.99,750mL,750,2,8.78,17031,FLAG HILL WINERY & VINEYARD
32826,Rombauer Carneros Chard,34.99,750mL,750,2,22.41,4425,MARTIGNETTI COMPANIES
32831,Carpineto Dogajolo Tuscan Rd,11.99,750mL,750,2,6.75,9165,ULTRA BEVERAGE COMPANY LLP 
32835,Mionetto Prosecco Superiore,19.99,750mL,750,2,12.24,9552,M S WALKER INC             
32906,Sterling Vintners Cab Svgn C,9.95,750mL,750,2,6.42,1590,DIAGEO CHATEAU ESTATE WINES
32907,Sterling Vintners Cltn Chard,7.95,750mL,750,2,5.37,1590,DIAGEO CHATEAU ESTATE WINES
32908,Sterling Vintners Cltn Merlo,9.95,750mL,750,2,6.55,1590,DIAGEO CHATEAU ESTATE WINES
32915,Kim Crawford Svgn Bl Marlbro,14.99,750mL,750,2,9.99,1392,CONSTELLATION BRANDS INC   
32924,Silverado Cab Svgn Napa,44.99,750mL,750,2,27.51,4425,MARTIGNETTI COMPANIES
32968,Alice White Chard Ausl,9.99,1500mL,1500,2,6.8,1392,CONSTELLATION BRANDS INC   
32969,Alice White Shiraz Ausl,9.99,1500mL,1500,2,6.89,1392,CONSTELLATION BRANDS INC   
32988,Barefoot Cab Svgn Cal,6.29,750mL,750,2,3.26,3252,E & J GALLO WINERY         
32989,Barefoot Cab Svgn Cal,8.79,1500mL,1500,2,5.78,3252,E & J GALLO WINERY         
33032,Rombauer El Dorado Znfdl,29.99,750mL,750,2,19.3,4425,MARTIGNETTI COMPANIES
33037,Beringer Fndrs Est Cab Svgn,15.99,1500mL,1500,2,10.88,9819,TREASURY WINE ESTATES      
33038,Beringer Fndrs Est Chard,15.99,1500mL,1500,2,10.8,9819,TREASURY WINE ESTATES      
33039,Beringer Fndrs Est Merlot,16.99,1500mL,1500,2,10.32,9819,TREASURY WINE ESTATES      
33075,Forest Glen Chard,14.99,1500mL,1500,2,10.13,4425,MARTIGNETTI COMPANIES
33143,Our Daily Red,9.99,750mL,750,2,6.2,7153,PINE STATE TRADING CO      
33148,Alamos Ridge Chard Mendoza,9.99,750mL,750,2,4.54,3252,E & J GALLO WINERY         
33149,Alamos Ridge Malbec Mendoza,8.99,750mL,750,2,4.79,3252,E & J GALLO WINERY         
33261,Churchills Finest Port,18.99,750mL,750,2,11.03,9744,FREDERICK WILDMAN & SONS   
33278,Villa Cornaro Pnt Grigio LTD,8.99,750mL,750,2,5.36,4425,MARTIGNETTI COMPANIES
33348,Greg Norman Limestone Shiraz,11.99,750mL,750,2,7.23,9819,TREASURY WINE ESTATES      
33370,Whitehall Lane Cab Svgn Napa,36.99,750mL,750,2,23.02,4425,MARTIGNETTI COMPANIES
33446,Takara Sake Sho Chiku Bai G,6.29,300mL,300,2,4.06,8920,TAKARA SAKE USA INC        
33574,Morgan Winery Syrah G-17 Mon,19.99,750mL,750,2,11.64,10754,PERFECTA WINES             
33578,Tommasi Pinot Grigio Le Ros,14.99,750mL,750,2,9.86,4425,MARTIGNETTI COMPANIES
33579,Tommasi Valpo Clsc Supr Rafl,15.99,750mL,750,2,10.52,4425,MARTIGNETTI COMPANIES
33581,Masi Modello Delle Venezie,10.99,750mL,750,2,6.75,9165,ULTRA BEVERAGE COMPANY LLP 
33582,Villa Cornaro Prosecco Del,9.95,750mL,750,2,6.46,4425,MARTIGNETTI COMPANIES
33682,R Mondavi Pvt Slctn Cab Sv,17.99,1500mL,1500,2,10.88,1392,CONSTELLATION BRANDS INC   
33683,R Mondavi Privt Slct Chard,17.99,1500mL,1500,2,10.38,1392,CONSTELLATION BRANDS INC   
33731,Hopler Gruner Veltliner,12.99,750mL,750,2,7.48,10754,PERFECTA WINES             
33819,Sokol Blosser Evolution Whit,15.99,750mL,750,2,10.8,4425,MARTIGNETTI COMPANIES
33873,Bella Sera Pnt Grigio Del,6.49,750mL,750,2,4.48,3252,E & J GALLO WINERY         
33874,Bella Sera Pinot Grigio Del,12.49,1500mL,1500,2,6.62,3252,E & J GALLO WINERY         
